id,origen,fuente,no_enviar_email,no_llamar,compra,visitas_total,tiempo_en_site_total,paginas_vistas_visita,ult_actividad,ambito,ocupacion,conociste_google,conociste_revista,conociste_periodico,conociste_youtube,conociste_facebook,conociste_referencias,score_actividad,score_perfil,descarga_lm
653581,Landing Page Submission,Google,No,No,1,4.0,363,4.0,Email Opened,Supply Chain Management,Unemployed,No,No,No,No,No,No,15.0,18.0,No
653580,Landing Page Submission,Direct Traffic,No,No,1,4.0,1588,4.0,Email Opened,Supply Chain Management,Unemployed,No,No,No,No,No,No,16.0,17.0,Yes
653552,Landing Page Submission,Google,No,No,1,5.0,1328,2.5,Page Visited on Website,Retail Management,Unemployed,No,No,No,No,No,No,15.0,20.0,No
653547,API,Chat,No,No,0,,177,,Chat Conversation,,,No,No,No,No,No,No,17.0,15.0,No
653527,API,Referral Sites,No,No,0,3.0,193,1.5,Email Opened,,,No,No,No,No,No,No,13.0,13.0,No
653525,API,Google,No,No,0,2.0,1607,2.0,Email Link Clicked,,,No,No,No,No,No,No,12.0,15.0,No
653510,API,Referral Sites,Yes,No,0,4.0,839,4.0,Unsubscribed,,,No,No,No,No,No,No,14.0,13.0,No
653502,Landing Page Submission,Google,No,No,0,4.0,284,4.0,Email Opened,Finance Management,,No,No,No,No,No,No,14.0,18.0,No
653473,API,Google,No,No,1,8.0,978,2.0,Email Opened,Operations Management,Unemployed,No,No,No,No,No,No,15.0,16.0,Yes
653464,API,Referral Sites,No,No,0,9.0,367,3.0,Email Opened,,,No,No,No,No,No,No,14.0,13.0,No
653449,API,Google,No,No,1,2.0,188,2.0,Page Visited on Website,Marketing Management,Unemployed,No,No,No,No,No,No,15.0,15.0,No
653444,Landing Page Submission,Google,No,No,0,2.0,1595,2.0,Converted to Lead,Marketing Management,Unemployed,No,No,No,No,No,No,13.0,17.0,No
653432,Landing Page Submission,Direct Traffic,No,No,0,2.0,70,2.0,Email Opened,Marketing Management,,No,No,No,No,No,No,14.0,16.0,Yes
653430,API,Chat,No,No,0,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
653415,API,Google,No,No,1,4.0,811,1.33,Email Link Clicked,Operations Management,Working Professional,No,No,No,No,No,No,14.0,18.0,Yes
653413,API,Referral Sites,No,No,0,9.0,81,4.5,Email Opened,Select,Unemployed,No,No,No,No,No,No,14.0,13.0,No
653337,Landing Page Submission,Organic Search,No,No,0,6.0,634,6.0,SMS Sent,Marketing Management,,No,No,No,No,No,No,14.0,18.0,No
653302,Landing Page Submission,Direct Traffic,No,No,0,2.0,190,2.0,Email Opened,International Business,,No,No,No,No,No,No,13.0,18.0,Yes
653297,Landing Page Submission,Direct Traffic,No,No,0,2.0,364,2.0,SMS Sent,Operations Management,,No,No,No,No,No,No,13.0,18.0,Yes
653292,API,Referral Sites,No,No,0,10.0,198,3.33,Email Opened,,,No,No,No,No,No,No,14.0,13.0,No
653279,API,Google,No,No,0,3.0,265,3.0,SMS Sent,,,No,No,No,No,No,No,14.0,15.0,No
653261,Landing Page Submission,Direct Traffic,No,No,1,2.0,813,2.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,14.0,19.0,Yes
653259,Landing Page Submission,Google,No,No,0,5.0,299,5.0,SMS Sent,Finance Management,,No,No,No,No,No,No,13.0,18.0,Yes
653246,Landing Page Submission,Organic Search,Yes,No,0,5.0,115,5.0,SMS Sent,Healthcare Management,,No,No,No,No,No,No,14.0,13.0,Yes
653232,API,Google,No,No,0,5.0,51,2.5,Email Opened,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
653231,API,Referral Sites,No,No,0,7.0,1,7.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,13.0,13.0,No
653222,API,Google,No,No,0,2.0,32,2.0,Converted to Lead,,,No,No,No,No,No,No,13.0,15.0,No
653207,Landing Page Submission,Referral Sites,Yes,No,0,4.0,124,4.0,Form Submitted on Website,Hospitality Management,,No,No,No,No,No,No,13.0,14.0,No
653151,API,Google,No,No,0,3.0,213,1.5,Email Link Clicked,Finance Management,Unemployed,No,No,No,No,No,No,13.0,15.0,No
653120,API,Google,No,No,1,1.0,1203,1.0,Converted to Lead,Human Resource Management,Unemployed,No,No,No,No,No,No,15.0,18.0,No
653109,Landing Page Submission,Google,No,No,0,4.0,92,4.0,Email Opened,Business Administration,Unemployed,No,No,No,No,No,No,13.0,17.0,No
653091,API,Google,No,No,0,1.0,151,1.0,Converted to Lead,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
653082,API,Google,No,No,1,5.0,818,2.5,Page Visited on Website,Finance Management,Unemployed,No,No,No,No,No,No,15.0,18.0,No
653072,Landing Page Submission,Google,No,No,0,4.0,32,4.0,Email Opened,Human Resource Management,,No,No,No,No,No,No,14.0,18.0,No
653068,Landing Page Submission,Organic Search,No,No,1,5.0,1016,2.5,Email Opened,E-Business,Unemployed,No,No,No,No,No,No,15.0,16.0,Yes
652987,Landing Page Submission,Google,No,No,0,2.0,33,2.0,Email Opened,Finance Management,,No,No,No,No,No,No,13.0,18.0,No
652963,Landing Page Submission,Google,No,No,0,5.0,346,2.5,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,14.0,18.0,No
652958,Landing Page Submission,Direct Traffic,Yes,No,0,4.0,1,4.0,Unsubscribed,Business Administration,,No,No,No,No,No,No,13.0,16.0,Yes
652948,API,Google,No,No,1,2.0,1208,2.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,14.0,16.0,No
652937,Landing Page Submission,Google,No,No,0,5.0,425,5.0,SMS Sent,International Business,,No,No,No,No,No,No,13.0,17.0,No
652926,API,Google,No,No,1,5.0,1313,2.5,Page Visited on Website,Marketing Management,Unemployed,No,No,No,No,No,No,14.0,18.0,Yes
652918,Landing Page Submission,Direct Traffic,No,No,0,1.0,27,1.0,Converted to Lead,,Working Professional,No,No,No,No,No,No,14.0,18.0,No
652888,API,Google,No,No,0,3.0,506,1.5,Email Opened,,,No,No,No,No,No,No,14.0,15.0,No
652863,Landing Page Submission,Direct Traffic,No,No,1,2.0,340,2.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,14.0,17.0,Yes
652852,API,Google,No,No,0,4.0,1596,4.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
652828,API,Referral Sites,No,No,0,7.0,103,3.5,Page Visited on Website,,,No,No,No,No,No,No,15.0,13.0,No
652806,API,Google,No,No,0,2.0,1450,2.0,Email Opened,,,No,No,No,No,No,No,13.0,15.0,No
652789,API,Referral Sites,No,No,1,4.0,945,2.0,Email Link Clicked,,,No,No,No,No,No,No,13.0,13.0,No
652784,Landing Page Submission,Google,No,No,0,3.0,139,3.0,Email Opened,Finance Management,,No,No,No,No,No,No,14.0,17.0,No
652782,API,Referral Sites,No,No,0,3.0,403,3.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,14.0,13.0,No
652768,API,Chat,No,No,0,0.0,0,0.0,Email Link Clicked,,,No,No,No,No,No,No,15.0,15.0,No
652766,Landing Page Submission,Google,No,No,0,1.0,583,1.0,Converted to Lead,IT Projects Management,Unemployed,No,No,No,No,No,No,14.0,13.0,No
652727,API,Organic Search,No,No,0,3.0,1392,3.0,Email Opened,,,No,No,No,No,No,No,15.0,15.0,No
652725,Landing Page Submission,Direct Traffic,No,No,0,2.0,1613,2.0,SMS Sent,Supply Chain Management,,No,No,No,No,No,No,13.0,18.0,Yes
652708,Lead Add Form,Reference,No,No,0,0.0,0,0.0,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,11.0,20.0,No
652701,Landing Page Submission,Referral Sites,No,No,0,13.0,263,2.6,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,16.0,17.0,Yes
652681,API,Chat,No,No,1,0.0,0,0.0,Email Opened,Healthcare Management,Unemployed,No,No,No,No,No,No,16.0,14.0,No
652646,Landing Page Submission,Google,No,No,0,6.0,1623,6.0,Email Opened,Operations Management,Student,No,No,No,No,No,No,14.0,18.0,Yes
652641,API,Google,No,No,0,4.0,213,4.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
652616,Landing Page Submission,Google,No,No,0,2.0,7,2.0,Converted to Lead,Operations Management,,No,No,No,No,No,No,13.0,16.0,No
652610,API,Organic Search,No,No,0,7.0,9,7.0,Email Opened,,,No,No,No,No,No,No,15.0,15.0,No
652594,API,Google,No,No,0,9.0,102,3.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes
652583,API,Referral Sites,No,No,0,4.0,1203,2.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,13.0,13.0,No
652580,Landing Page Submission,Google,No,No,1,3.0,1160,3.0,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,15.0,18.0,No
652569,Landing Page Submission,Google,No,No,0,10.0,59,3.33,Email Opened,Finance Management,Student,No,No,No,No,No,No,14.0,19.0,No
652567,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,16.0,15.0,No
652559,API,Google,No,No,0,1.0,87,1.0,Converted to Lead,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
652549,API,Google,No,No,1,4.0,49,4.0,Page Visited on Website,Human Resource Management,Working Professional,No,No,No,No,No,No,16.0,18.0,No
652531,API,Google,No,No,0,1.0,94,1.0,Converted to Lead,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
652525,API,Google,No,No,0,4.0,225,2.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,9.0,16.0,No
652507,API,Organic Search,No,No,0,19.0,415,4.75,Page Visited on Website,,,No,No,No,No,No,No,18.0,15.0,No
652506,Landing Page Submission,Google,No,No,1,4.0,1120,4.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,15.0,18.0,No
652500,Landing Page Submission,Google,No,No,0,3.0,334,3.0,Form Submitted on Website,Marketing Management,,No,No,No,No,No,No,13.0,18.0,No
652477,API,Google,No,No,0,7.0,49,7.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
652463,Landing Page Submission,Direct Traffic,No,No,0,4.0,34,2.0,Email Opened,Operations Management,Unemployed,No,No,No,No,No,No,13.0,16.0,Yes
652462,API,Organic Search,No,No,0,3.0,271,1.5,Page Visited on Website,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
652441,API,Chat,Yes,No,0,0.0,0,0.0,Email Bounced,,,No,No,No,No,No,No,15.0,15.0,No
652421,Landing Page Submission,Organic Search,No,No,0,14.0,1747,1.27,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,15.0,18.0,Yes
652416,Landing Page Submission,Google,No,No,1,3.0,779,3.0,Email Opened,Human Resource Management,,No,No,No,No,No,No,14.0,18.0,No
652410,Landing Page Submission,Direct Traffic,No,No,1,2.0,980,2.0,Email Opened,Finance Management,,No,No,No,No,No,No,13.0,18.0,Yes
652401,Landing Page Submission,Organic Search,No,No,0,3.0,121,3.0,SMS Sent,Business Administration,,No,No,No,No,No,No,14.0,17.0,No
652345,Landing Page Submission,Google,No,No,0,6.0,14,3.0,Email Link Clicked,Healthcare Management,Unemployed,No,No,No,No,No,No,14.0,15.0,Yes
652317,Landing Page Submission,Organic Search,No,No,1,5.0,1254,5.0,Email Opened,Travel and Tourism,Unemployed,No,No,No,No,No,No,14.0,17.0,Yes
652305,API,Chat,No,No,1,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,15.0,15.0,No
652302,Landing Page Submission,Google,No,No,0,4.0,2,4.0,Email Opened,Marketing Management,,No,No,No,No,No,No,14.0,18.0,No
652227,API,Google,No,No,1,3.0,717,1.5,Email Opened,Operations Management,Working Professional,No,No,No,No,No,No,15.0,18.0,No
652194,Landing Page Submission,Google,No,No,0,2.0,1058,2.0,Form Submitted on Website,Operations Management,Unemployed,No,No,No,No,No,No,12.0,18.0,No
652193,Landing Page Submission,Direct Traffic,No,No,0,4.0,977,4.0,Email Opened,Supply Chain Management,,No,No,No,No,No,No,14.0,17.0,No
652178,Landing Page Submission,Google,No,No,1,8.0,1335,8.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,Yes,15.0,18.0,No
652174,Landing Page Submission,Google,No,No,1,8.0,1148,4.0,Page Visited on Website,Business Administration,Working Professional,No,No,No,No,No,No,16.0,20.0,Yes
652153,API,Google,No,No,0,8.0,501,2.67,Email Opened,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
652128,Landing Page Submission,Direct Traffic,No,No,0,2.0,72,2.0,Email Opened,Healthcare Management,,No,No,No,No,No,No,12.0,14.0,Yes
652080,API,Chat,No,No,0,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,17.0,15.0,No
652074,Landing Page Submission,Google,No,No,0,4.0,168,4.0,Email Opened,IT Projects Management,,No,No,No,No,No,No,14.0,14.0,No
652060,Landing Page Submission,Direct Traffic,No,No,1,4.0,1298,4.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,15.0,20.0,Yes
652058,Landing Page Submission,Google,No,No,0,2.0,426,2.0,SMS Sent,Marketing Management,,No,No,No,No,No,No,13.0,17.0,No
652050,Landing Page Submission,Google,No,No,1,6.0,294,6.0,Page Visited on Website,Finance Management,,No,No,No,No,No,No,16.0,18.0,No
652023,API,Referral Sites,No,No,0,5.0,255,5.0,Email Opened,Supply Chain Management,Unemployed,No,No,No,No,No,No,11.0,14.0,No
652014,API,Google,No,No,1,2.0,1300,2.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
651993,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
651975,API,Google,No,No,0,4.0,54,4.0,Chat Conversation,,,No,No,No,No,No,No,15.0,15.0,No
651935,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,"Banking, Investment And Insurance",Working Professional,No,No,No,No,No,No,15.0,19.0,No
651934,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,14.0,17.0,No
651930,Lead Add Form,Reference,No,No,0,0.0,0,0.0,Email Opened,Hospitality Management,Working Professional,No,No,No,No,No,No,14.0,13.0,No
651923,API,Google,No,No,0,1.0,300,1.0,Converted to Lead,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
651920,API,Google,No,No,0,13.0,9,3.25,Page Visited on Website,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
651910,API,Chat,No,No,1,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,16.0,15.0,No
651869,Landing Page Submission,Organic Search,No,No,0,5.0,115,5.0,Email Opened,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,14.0,18.0,Yes
651866,Landing Page Submission,Google,No,No,0,6.0,779,3.0,Email Opened,E-Business,,No,No,No,No,No,No,13.0,18.0,No
651865,API,Google,No,No,1,3.0,1007,1.5,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
651857,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,17.0,15.0,No
651812,Lead Add Form,Reference,No,No,1,16.0,1570,5.33,Page Visited on Website,Select,Working Professional,No,No,No,No,No,No,17.0,17.0,No
651803,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
651801,API,Google,No,No,0,9.0,176,1.8,Email Opened,,,No,No,No,No,No,No,14.0,15.0,No
651788,API,Google,No,No,0,3.0,97,3.0,Converted to Lead,,,No,No,No,No,No,No,10.0,15.0,No
651764,API,Google,No,No,1,6.0,442,6.0,Converted to Lead,Marketing Management,Working Professional,No,No,No,No,No,No,15.0,15.0,No
651736,API,Google,No,No,0,1.0,258,1.0,Converted to Lead,,,No,No,No,No,No,No,14.0,15.0,No
651732,Landing Page Submission,Google,No,No,0,4.0,1277,4.0,Email Opened,International Business,,No,No,No,No,No,No,14.0,18.0,No
651725,API,Referral Sites,No,No,0,2.0,480,1.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,14.0,13.0,No
651722,Landing Page Submission,Google,No,No,1,6.0,605,2.0,Email Opened,IT Projects Management,Working Professional,No,No,No,No,No,No,14.0,15.0,No
651713,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,16.0,15.0,No
651702,API,Chat,No,No,1,5.0,968,1.25,Email Opened,Operations Management,Unemployed,No,No,No,No,No,No,13.0,14.0,Yes
651696,Landing Page Submission,Google,No,No,0,4.0,1452,4.0,Page Visited on Website,Finance Management,Unemployed,No,No,No,No,No,No,15.0,17.0,No
651680,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,Select,Working Professional,No,No,No,No,No,No,15.0,15.0,No
651663,Landing Page Submission,Google,No,No,0,3.0,1198,3.0,SMS Sent,Marketing Management,,No,No,No,No,No,No,13.0,18.0,No
651661,API,Google,No,No,1,2.0,1334,2.0,Chat Conversation,Marketing Management,Working Professional,No,No,No,No,No,No,15.0,17.0,No
651660,Lead Add Form,,Yes,No,1,,1378,,Email Bounced,Select,Unemployed,No,No,No,No,No,No,14.0,16.0,No
651637,API,Organic Search,No,No,1,2.0,454,2.0,Converted to Lead,Select,Working Professional,No,No,No,No,No,No,14.0,15.0,No
651623,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Email Opened,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,14.0,19.0,No
651614,API,Referral Sites,No,No,1,13.0,1097,6.5,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,17.0,13.0,No
651611,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,15.0,18.0,No
651599,API,Referral Sites,No,No,0,7.0,166,7.0,Email Opened,,,No,No,No,No,No,No,15.0,13.0,No
651582,API,Google,No,No,1,5.0,1577,5.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
651577,API,Organic Search,No,No,0,1.0,143,1.0,Converted to Lead,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
651570,API,Google,No,No,0,6.0,234,6.0,Chat Conversation,,,No,No,No,No,No,No,14.0,15.0,No
651548,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,15.0,19.0,No
651545,Landing Page Submission,Google,No,No,0,5.0,87,2.5,Email Opened,Marketing Management,,No,No,No,No,No,No,14.0,18.0,No
651541,Landing Page Submission,Direct Traffic,No,No,1,3.0,1662,3.0,Page Visited on Website,Supply Chain Management,Unemployed,No,No,No,No,No,No,15.0,20.0,Yes
651531,API,Google,No,No,0,12.0,68,3.0,Chat Conversation,IT Projects Management,,No,No,No,No,No,No,15.0,13.0,Yes
651517,Landing Page Submission,Google,No,No,0,3.0,829,1.5,Converted to Lead,Finance Management,,No,No,No,No,No,No,13.0,18.0,Yes
651506,API,Google,No,No,1,2.0,1142,1.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
651501,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,17.0,15.0,No
651464,Landing Page Submission,Organic Search,No,No,1,4.0,1652,4.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,15.0,18.0,Yes
651441,Landing Page Submission,Google,No,No,0,3.0,201,3.0,Email Opened,Marketing Management,,No,No,No,No,No,No,13.0,18.0,No
651431,Landing Page Submission,Organic Search,No,No,0,5.0,1326,5.0,Chat Conversation,"Banking, Investment And Insurance",,No,No,No,No,No,No,14.0,17.0,Yes
651425,Landing Page Submission,Google,No,No,0,3.0,293,3.0,Form Submitted on Website,Marketing Management,,No,No,No,No,No,No,12.0,18.0,No
651417,API,Google,No,No,1,3.0,1126,1.5,Email Opened,Hospitality Management,Unemployed,No,No,No,No,No,No,15.0,14.0,No
651374,Landing Page Submission,Google,No,No,0,3.0,179,3.0,Email Opened,Business Administration,Unemployed,No,No,No,No,No,No,12.0,16.0,No
651363,API,Google,No,No,0,2.0,193,2.0,SMS Sent,,,No,No,No,No,No,No,14.0,15.0,No
651349,API,Google,No,No,0,2.0,168,2.0,Email Opened,,,No,No,No,No,No,No,14.0,15.0,No
651339,API,Referral Sites,No,No,0,3.0,186,3.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,15.0,13.0,No
651298,API,Chat,No,No,1,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
651297,Landing Page Submission,Direct Traffic,No,No,0,3.0,238,3.0,Email Opened,Business Administration,,No,No,No,No,No,No,14.0,16.0,Yes
651289,API,Google,Yes,No,0,3.0,233,3.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,12.0,15.0,No
651284,API,Google,No,No,0,2.0,121,2.0,Email Opened,,,No,No,No,No,No,No,13.0,15.0,No
651277,API,Google,No,No,0,4.0,50,1.33,Form Submitted on Website,Finance Management,Unemployed,No,No,No,No,No,No,12.0,16.0,Yes
651270,API,Direct Traffic,Yes,No,0,2.0,396,2.0,Email Bounced,,,No,No,No,No,No,No,14.0,15.0,No
651262,Landing Page Submission,Google,No,No,0,5.0,376,5.0,Unreachable,Marketing Management,Unemployed,No,No,No,No,No,No,13.0,16.0,No
651251,Landing Page Submission,Organic Search,No,No,1,4.0,1104,4.0,Email Opened,Hospitality Management,Unemployed,No,No,No,No,No,No,15.0,13.0,Yes
651246,API,Organic Search,No,No,1,6.0,1276,3.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,16.0,16.0,No
651241,Landing Page Submission,Google,No,No,0,5.0,75,2.5,Email Link Clicked,Human Resource Management,Unemployed,No,No,No,No,No,No,13.0,16.0,Yes
651221,API,Chat,No,No,1,0.0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,16.0,15.0,No
651199,API,Organic Search,No,No,1,5.0,893,5.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
651185,Landing Page Submission,Google,Yes,No,0,3.0,89,3.0,Email Opened,Operations Management,,No,No,No,No,No,No,14.0,18.0,No
651143,API,Chat,No,No,0,3.0,645,1.0,Page Visited on Website,,,No,No,No,No,No,No,12.0,15.0,No
651094,Landing Page Submission,Google,No,No,0,4.0,938,4.0,Converted to Lead,Marketing Management,Unemployed,No,No,No,No,No,No,14.0,18.0,No
651043,Landing Page Submission,Organic Search,No,No,1,9.0,1047,9.0,Email Opened,Hospitality Management,Working Professional,No,No,No,No,No,No,15.0,14.0,Yes
651037,API,Direct Traffic,Yes,No,0,8.0,88,8.0,Email Bounced,,,No,No,No,No,No,No,15.0,15.0,No
651023,API,Organic Search,No,No,0,2.0,602,2.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
651020,Landing Page Submission,Google,No,No,1,6.0,168,2.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,14.0,19.0,No
650994,Landing Page Submission,Google,No,No,0,4.0,1051,4.0,Email Link Clicked,International Business,Unemployed,No,No,No,No,No,No,14.0,18.0,No
650921,Landing Page Submission,Referral Sites,No,No,1,4.0,453,2.0,Email Link Clicked,Human Resource Management,Unemployed,No,No,No,No,No,No,15.0,16.0,Yes
650918,Landing Page Submission,Google,No,No,1,6.0,1966,6.0,Email Opened,Business Administration,Unemployed,No,No,No,No,No,No,13.0,17.0,No
650907,API,Google,No,No,0,2.0,1494,2.0,Converted to Lead,Select,Unemployed,No,No,No,No,No,No,13.0,14.0,No
650900,Landing Page Submission,Organic Search,No,No,0,8.0,36,2.0,Email Opened,International Business,,No,No,No,No,No,No,14.0,16.0,Yes
650893,Landing Page Submission,Direct Traffic,No,No,0,5.0,887,2.5,Unreachable,International Business,Unemployed,No,No,No,No,No,No,13.0,18.0,Yes
650877,Landing Page Submission,Referral Sites,No,No,0,5.0,331,1.67,Email Opened,Rural and Agribusiness,,No,No,No,No,No,No,14.0,12.0,Yes
650862,Landing Page Submission,Google,No,No,0,2.0,164,2.0,Converted to Lead,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,14.0,18.0,No
650847,Landing Page Submission,Google,No,No,1,5.0,1169,5.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,14.0,18.0,No
650820,Landing Page Submission,Organic Search,No,No,1,4.0,1425,4.0,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,15.0,18.0,Yes
650814,Landing Page Submission,Google,No,No,0,8.0,1071,8.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,14.0,17.0,No
650794,Landing Page Submission,Google,No,No,0,4.0,12,4.0,Form Submitted on Website,"Banking, Investment And Insurance",,No,No,No,No,No,No,13.0,18.0,No
650788,API,Organic Search,No,No,0,3.0,180,3.0,Chat Conversation,,,No,No,No,No,No,No,14.0,15.0,No
650770,API,Google,No,No,0,2.0,271,1.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,14.0,14.0,No
650743,Landing Page Submission,Organic Search,No,No,0,4.0,139,4.0,Chat Conversation,Business Administration,,No,No,No,No,No,No,16.0,16.0,No
650684,Landing Page Submission,Google,No,No,1,3.0,781,3.0,Chat Conversation,Marketing Management,Unemployed,No,No,No,No,No,No,16.0,18.0,No
650681,Landing Page Submission,Organic Search,No,No,0,9.0,338,2.25,Email Opened,Finance Management,,No,No,No,No,No,No,14.0,18.0,No
650678,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,17.0,15.0,No
650655,API,Direct Traffic,No,No,0,7.0,1028,3.5,Email Opened,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
650642,API,Chat,No,No,1,0.0,0,0.0,Unreachable,Select,Unemployed,No,No,No,No,No,No,13.0,15.0,No
650612,Landing Page Submission,Google,No,No,0,2.0,250,2.0,Had a Phone Conversation,Marketing Management,,No,No,No,No,No,No,13.0,17.0,No
650609,Landing Page Submission,Direct Traffic,No,No,0,4.0,171,2.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,15.0,16.0,Yes
650591,API,Organic Search,No,No,0,13.0,78,2.17,Page Visited on Website,,,No,No,No,No,No,No,15.0,16.0,No
650568,Landing Page Submission,Google,No,No,0,7.0,60,3.5,Page Visited on Website,Marketing Management,Unemployed,No,No,No,No,No,No,11.0,20.0,No
650534,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,17.0,15.0,No
650511,API,Google,No,No,1,11.0,1551,2.75,SMS Sent,Select,Unemployed,No,No,No,No,No,No,16.0,15.0,No
650507,API,Google,No,No,1,2.0,1499,1.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,16.0,15.0,No
650506,Landing Page Submission,Organic Search,No,No,0,8.0,266,8.0,Email Opened,Healthcare Management,Unemployed,No,No,No,No,No,No,14.0,15.0,No
650504,API,Google,No,No,1,6.0,1117,6.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,14.0,15.0,No
650488,Landing Page Submission,blog,No,No,0,4.0,677,4.0,Email Opened,Business Administration,,No,No,No,No,No,No,14.0,16.0,No
650480,API,Google,No,No,0,14.0,63,2.8,Page Visited on Website,Business Administration,Businessman,No,No,No,No,No,No,13.0,14.0,No
650459,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,17.0,15.0,No
650444,Landing Page Submission,Organic Search,No,No,0,3.0,519,3.0,Page Visited on Website,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,15.0,17.0,Yes
650419,Landing Page Submission,Google,No,No,0,4.0,137,4.0,Visited Booth in Tradeshow,Finance Management,Unemployed,No,No,No,No,No,No,13.0,18.0,No
